Comment,Rating
I will never set foot at this place again even if they paying me. People have to stay in line in the cold for a long time. I wonder how it is when it's snowing.,1
I will never set foot at this place again even if they paying me. People have to stay in line in the cold for a long time. I wonder how it is when it's snowing.,1
I will never go to another DMV as long as I live in Hanover. The people who work here are the nicest and most helpful employees at any DMV in Virginia. Hands down. Make an appointment and you will have the least stressful DMV experience of your life.,5
"I will never go here again.
Go to Ankeny instead of you can.
Staff is rude and they will gossip about you after you walk away. I've heard them do it to...",1
"I will never go back to this location ever again.  You walk in without and appointment and tell you they are not taking walk ins.  I was fine with that but when i sat down to look on line to see if any appointments were still available on the calendar, I get told again that no appointments will probably not be available.  I tell my daughter, I guess they don't want to work and i get an attitude from another worker.  I work in customer service and would never do this to a customer!!!!!",1
"I will never go back to the DMV after using EZ DMV. They made the whole process so smooth and efficient. Very reasonably priced, they do a flat rate fee unlike the other companies that keep adding charges when any small thing changes. I probably saved 4-6 hours of having to wait in line. I would recommend them to everyone!",5
"I will never go back to the DMV after using EZ DMV. They made the whole process so smooth and efficient. Very reasonably priced, they do a flat rate fee unlike the other companies that keep adding charges when any small thing changes. I probably saved 4-6 hours of having to wait in line. I would recommend them to everyone!",5
I will never go back there again it took 2 weeks to get my plates could have went to DMV and waited a couple of hours and gotten my mine there.,1
I will have to say for a motor vehicles it went extremely fast and it was painless!!!! Now don't expect the friendliest of people but hey they get you in...,4
"I will be making a formal complaint to the NC DMV commissioner Torre Jessup. Thank you for your awful customer service. Please remember I employ you without citizens of NC paying taxes, title work and fees to our wonderful state, all of you and your employees would not have a job.",1
"I will always go to this mvd, because the girls there are always so kind and helpful!! I will never go to the regular MVD again!!! Thank you so much! Also you are so much faster to get anything done!!",5
"I will always go here whenever I need to renew my license or do anything DMV related. The staff is always very helpful.

Pre-COVID, I never had to wait very long to do what I had to do. Whether it was transferring a title, getting a passport, or renewing my license, I'm always assisted quickly compared to other DMVs I've been to.

I visited during COVID and they still were doing a phenomenal job. Although the wait in line outside was long, once I was inside I was done within 10 minutes. Throughout the wait an employee came outside and made sure we had all the necessary paperwork and that we were ready once we were inside. Once inside she directed everyone where to go and was very informative when people had questions.",5
"I will admit that it was my fault for losing my title.  But, when I moved out of state. The process to get a title re-issued took over a month and a half.  Every time I would send them the paperwork.  They would find one little error, that could have been easily corrected on their end, but they chose to mail it back.

When I finally got my replacement title in the mail. Whoever put it in the envelope stuck the glue of the envelop on the title, and it caused it to rip.  Now I have to start the entire process again.

Beware of this place",1
"I went without an appointment to renew my license and was in and out in less than an hour. The employees were very nice. I went on a Wednesday at 7 am, there were only 4 people with appointments ahead of me so the wait was super short. While it is recommended to have an appointment the soonest one is probably 45 days away regardless of when you look for one.",5
I went with my daughter to get her license renewed. We had an appt at 10. We got there at 9:45 and were done by 9:58. Amy helped us and was GREAT. Easy...,5
I went with my dad and sister to help her title her first car and we had some issues with the way the credit union filled out the paperwork which required us to get an extra form faxed over. Stephanie was great to work with and was so patient helping us get the issue fixed especially so close to closing time! Thanks for your help and excellent customer service Stephanie!,5
I went up there two days in a row because I continued to bring the wrong papers to pay my title. On both occasions I interacted with the same person her name was Brittany not only did she not make me feel bad for being all Over the place but she also made sure I got out in time to get my kids picked up! She walked outside with me to check the tag. It’s honestly all the little things that count in customer service. I’ve gone here for years but after this specific time I needed to put it out there!!! Thank you Brittany,5
I went up on my 30 minutes lunch break to re-up my car license plates and I was only 2 minutes late getting back to work.,5
"I went today to sooner tag agency to register and get title for two vehicles. Liz who help me could not have been nicer and more helpful, I was in and out in under 20 minutes. It was a wonderful experience and it was not what I thought it was going to be. If you are getting a new tag and title in a vehicle you won’t be disappointed going here. If you are disappointed, your probably just a miserable person and nobody can please you :-)",5
"I went today on a Monday at the beginning of the month expecting it to be semi empty...it was not. However, I read online what I needed and had all my...",4
"I went today at 9am, didn't even have to sit down to wait.",5
"I went today at 9am, didn't even have to sit down to wait.",5
I went to vote today NOT the DMV.,4
I went to vote today NOT the DMV.,4
I went to vote today NOT the DMV.,4
I went to visit Hilltop Tag & Tittle back in June 2017 and was blown away with the exceptional customer service that I received.  From start to finish they answered every question I had and even offered me a bottle of water. Great job!! We need more businesses that take pride in their businesses.,5
"I went to this place to transfer my out of state driver licence into NC, my appointment was at 11:00 am. I had arrived a little bit earlier but the guy at the front let me in any way since there weren't many people already. I was in and out in less than 10 minutes. The process went smooth and easy. The examiner and the guy at station 1 were so friendly and the whole process was great.",5
I went to this office. All workers were not kind even a manger. I went Fife office and they were awesome. NEVER EVER go this office again.,1
"I went to this office on Monday, August 11, 2020 to request a renewal of my driver’s license, which had expired in April. I gave all the papers requested, including my passport and the necessary stamps. They asked me for my Social Security card, which I did not have with me. I showed them many Social Security letters I had received but none were accepted. I left without a drivers licence!! Looking at the requirements today I found out that IF You DON’T HAVE THE SOCIAL SECURITY, THE US PASSPORT is a VALID replacement‼️‼️They should have known ‼️",2
"I went to this office on Monday, August 11, 2020 to request a renewal of my driver’s license, which had expired in April. I gave all the papers requested, including my passport and the necessary stamps. They asked me for my Social Security card, which I did not have with me. I showed them many Social Security letters I had received but none were accepted. I left without a drivers licence!! Looking at the requirements today I found out that IF You DON’T HAVE THE SOCIAL SECURITY, THE US PASSPORT is a VALID replacement‼️‼️They should have known ‼️",2
"I went to this DMV location with my sister so she could switch her license from out of state to PA. After walking up and asking a few questions, the older...",1
"I went to this DMV location a few months ago to get my license renewed. The staff was very pleasant.
They even gave me some extra headroom in my photo to...",5
"I went to this business to get my drivers license renewed but was told that all appointments for August were taken.  One of the ladies there, I believe her name was Joyce, said her 8:00 didn’t show us so I was next.  She was so helpful and fun to talk to.

Be sure to make your appointment, and definitely give this place a chance.  If they can help you, they will.

Thank you so much for making my visit an easy one!!",5
I went to the office today to get my mom handicap tag.  I was informed I needed to go and get my power of attorney for her and I will have to get back in line.  I went back home and came back with her original sealed power of attorney with my mom original signature…I told the lady several times that she gave me back the copy and not original.  She  proceeded to to ensure me that I had the document that I came in with.  I am soo upset that I didn’t push it further.  I will now have to take my mother who is an ampute back to the attorney office to get another original copy.  If I could rate below a zero I would.  If you want to resolve and give me back the original document I would sooo appreciate.  Otherwise I will see if there is anything I can do to proceed with this dispute. If I am not contacted some how I will take this as you really don’t give a darn.  My name Sheila Smith.  My mom is Willie Mae smith.  Something needs to be done about this.,1
"I went to the office today and they were very impersonal once you entered. The lady at the door was really nice. Remember to ask for a Real ID if that's what you want because they don't even ask if you need a regular or Real ID. They just do the regular ones and keep going. Then you have to pay $5 for a correction, once the ID comes  in the mail. Totally not good customer service since people don't know the difference. Especially if they will be required soon. I had to call and get placed on hold 3 times to get someone to answer the question once I realized there are 2 different IDs.",2
I went to the Main MVD in Los Lunas On a Monday afternoon and it was packed. Our number was 200 and they were barely on 159.  They also only had only 2...,5
"I went to the DMV DUDE in Boulder city and the service was more than I could have expected. These are good people. Professional, honest, timely, hassle free. I would highly recommend this service to anyone that is having trouble scheduling with the DMV. I was expecting my paperwork to take a few days to a week, yet the DMV DUDE got my plates done the very next day I was so impressed and surprised to have everything taken care of with such ease. Worth it!
Thank you again for your help!",5
"I went to the DMV DUDE in Boulder city and the service was more than I could have expected. These are good people. Professional, honest, timely, hassle free. I would highly recommend this service to anyone that is having trouble scheduling with the DMV. I was expecting my paperwork to take a few days to a week, yet the DMV DUDE got my plates done the very next day I was so impressed and surprised to have everything taken care of with such ease. Worth it!
Thank you again for your help!",5
"I went to the DMV around 3p on a Monday and only waited about 30 minutes. 

ALERT: You must provide proof of address now and it must be something...",5
"I went to the Crossroads License Bureau to pay my sales tax when we bought out our lease.  We had recently moved here from out of state, and there was some confusion about our title.  I worked with a great employee named Kristine C.  She really took ownership of this issue.  She contacted the Nebraska DMV and was able to resolve things.  She made sure I had her contact information and returned calls and emails.  I never thought I would get such a high level of customer service from ""The DMV"" (actually a private sector entity that performs this function).  All of my issues were resolved very courteously.  A perfect example of ""Minnesota nice.""",5
I went to see these guys about buying a cell phone . As far as cell phones go they suck . As a tag and title place I Don't know.,2
I went to renew my license & was out in less than an hour. It might've been since I went between 3:30-4 when school was getting out on a Tuesday if that...,5
"I went to renew my drivers license today at MVD Express in Santa Fe and I just want to say my experience was excellent. Hardly any wait time and the agent who attended me, Christella, was friendly, efficient, very suppportive and patient. I have no complaints, quite the contrary. I would recommend MVD Express wholeheartedly!",5
"I went to renew my driver license without appt,  the experience in this agency was awesome! Cordial and polite staff, efficient and organized, I recommend this agency.",5
"I went to renew driver’s license, I went to Belvidere dmv at 830 Friday am and ppl were waiting outside in line , I didn’t wait I left and went to dmv in Rockford on state street it was busy to , then  I went to auburn in Rockford and boy I was in and out in 10mins happy. Staff are very professional and security lady was friendly greeted me as soon as I walked in and directed where to go. Thanks guys",5
I went to register my vehicle here after the horrendous service from their location on Independence Bvld . This location wasn't as busy and they promptly serviced me. The staff was very pleasant to do business with !,5
"I went to present my driving test, and the girl failed me only for the reason that I do not speak English very well, I want to make it clear that I understand English, what happened during the appointment, was that the person in charge of the appointment has no patience with The clients and she, realizing that I do not speak English, wrote on the retest sheet that I am dangerous to drive if I do not know English.  I feel that that is discriminatory, because legally I need the license and not all of us can learn English as fast or fluently as other people, very bad attention from the workers of the place with respect to people with language difficulties",1
"I went to Penndot on Lancaster ave. to update my driver's license to get the real ID, I showed them all the proper documentation, I showed them my birth certificate, my license, social security card and passport. I was told by one of the man on the window to come back after I got my passport just because my second last name wasn't on the social security card. But at the same time he also said that because my last name is long, the name might be abbreviated, which is also the same thing as not matching. He told me once I got my passport matching the birthday certificate, then I could come back to update for the real ID. I went back a second time and I was denied again. I checked the .gov website and the only thing that says is, If you have a changed of name, than you have to show documentation of the change name. My name is the same as my birth certificate, only the second last name is not there. And that's not something than changes your name. Specially when I already have a passport to prove my full name. I was denied by the manager that claimed it was on the website. The manager and the other man from the window should both get fired for not knowing how to do their job.",1
"I went to Nora License Branch on North Merdian and was pleasantly surprised as to the cleanliness, professionalism and the wait time was under 10 minutes",5
I went to McCarrells to transfer a title for a vehicle. I met Michelle and she made the transaction very smooth.  I cannot thank her enough for how easy she made everything!!  Definitely recommend!!!,5
"I went to IdentoGo to apply for TSA PreCheck, and the process was super (and surprisingly) painless. I was imagining that this errand would be akin to a DMV...",5
I went to go register my car the people that I came in contact with were quite helpful,3
I went to go register my car the people that I came in contact with were quite helpful,3
I went to get my temps renewed. I went to take my written test and I got checked in quick. But once I finished I was told to go to the building next door(Drivers License Exam Station) to receive my renewed temps. I had to wait 2 hours to get them while only 5 of the 7 windows were active. Many other people waiting were also complaining about this and always hate going here. Most of the time only 3 windows were open though. It shouldn’t take this much time to go to the BMV and go through the process since everyone has to.,1
"I went to get my registration renewed today.  I parked around 11:15 and I was back at my car in 7 minutes.  That was super impressive.  

The clerk that...",5
I went to get my plates and tags. They are very friendly and patient: I had a bunch of questions since I am coming from another state. Very grateful for the...,5
"I went to get my license renewed and I had a very pleasant experience. The receptionist was super nice and I was in and out in less than 30 minutes! They give you a little token to validate parking so you don’t have to pay. I saw another review about someone having to pay an extra $15 through AAA for the license renewal, which was not the case for me. It may be because I am a AAA member though, who knows.",5
"I went to get handicapped stickers for my car. I arrived at 8am, received a number, and sat down. I was told it would be about 45 minutes. People came, and...",1
"I went to get a TN ID. At the front desk, they checked all of my information and said it was good and to go wait until my number was called. An hour later,...",1
I went to do a driver's test and they didn't take too long to get me set up for it. The lady who did the test was very nice and made it so I wasn't super nervous during the test. And I even passed.,5
"I went to DMV to renew my driver license. I made an appointment on Friday and I got a spot available on Monday. When I got there, DMV staff are working very...",4
I went to change my address to my vehicle & when I stepped out of elevator I saw Voters Registration do I went there first then to vehicle office . Was in & out fast. Wonderful people working there. Even the Security officers were cordial.,5
"I Went to both DMV's Hopewell and Prince George both of them were very helpful, friendly and courteous.  Very pleasant experience!",5
"I went to BMV at the Westpointe Plaza to renew my license plate tags for two vehicles and Allie at counter #2 was the one that helped me.  I have to say that Allie was very courteous, polite, and friendly.  Before she helped me, she was helping another person and again she was very patient and professional.  I hope her supervisor reads my comment and understands that having an employee like Allie is really a valuable asset to an office.",5
"I went to a newer one it was busier then usual I was told by an employee. But in and out under an hour, so not to bad. The employees all were pleasant and working.",4
"I went through the drive-through to renew my registration. After sending in my emissions test and debit card, I waited a moment in silence while the lady on the other end reviewed. She then came in loud and clear on the intercom right next to my face, demanding I explain why my registration was expired. She was yelling. I even had to clarify that she was talking to me. This wasn’t just unprofessional, but extremely rude and honestly really frightening.

It was entirely inappropriate for this attendant to reprimand me when she should have been doing her job. A serious discussion about professionalism and appropriate demeanor with visitors would be helpful here.

It expired because I hadn’t renewed it yet. That was the point of going to the DMV… I won’t be headed to this location again.",1
"I went there to transfer my cell license.I spoke with the supervisor,her name is TINA.she asked me some document.I show to her everything then she asked me for another document I told her let me check.I bring all documents that I have.
Then she checked all document and she started to be rude,she says you APPLIED FOR ASYLUM STATUS RIGHT LOUDLY.what a disgusting behavior.ASHAMED ON YOU.
She thought she can hurt me.
For all immigrants be aware from this dmv while she is (TINA) supervisor over there.",1
"I went there to get my license renewal. Was notified I needed proof of residency which was fine, just drove to the bank and got a statement and then went to different person and he said I needed two things which the first lady failed to mention so I had to go home, get a lease copy and brought all my mail for that day. And the lady wasn’t even sorry in the least.",1
I went there to get a new plate and register a car that I had purchased out of state. They answered all my questions by email prior to my going there and took care of everything super quick and smoother than I ever could’ve imagined!,5
"I went there to get a new license. OMG so fast. So fast. I'm still spinning. 

However, they misspelled my name and I didn't notice it until I was home. Had...",4
"I went there last year due to covid and i had the best experience ever. Today i has to go... and they're just amazing. Make an appointment. I had one at 2,...",5
"I went Saturday August 7th, 2021 after driving a considerable distance and they were closed
during the hours of operation as stated online.  Earlier I had checked online, and Saturday hours were quoted as  7AM to 1PM.",1
I went online and did the get in line service before arriving. I got a text that said the lobby was full and to wait until they text me again. About 5...,5
"I went on Wednesday around 8:30AM. No line, i went straight to the ticket counter when I walked in to get a number and was called in less than 5 minutes ( I think I was lucky ) compared to all the other reviews. The workers i interacted with were nice and fast to the point. If you have all your documents ready it will be a smooth transaction.
****Remember to transfer your car title within 30 days or you will be fined****

Thank you for a smooth process.",5
"I went on Nov,2 to get my ID and everyone there was great .They were very helpful and friendly .I was expecting a difficult time,but the ladies there made it a very simple and pleasant experience.",5
"I went on a Monday, 3rd werk of the month, today, so I expected busy. I arrived at 1015a and parked in parking lot across the street, their lot was full....",5
"I went on a Monday at 1030am found parking around the corner. I needed to get a new DL photo taken. I waited about 5 mins got my picture done by a nice gentleman that wanted to talk Steelers. I had to wait about 5 minutes until my license was printed. I was there for about 15 mins. total and have no complaints, staff was friendly and you can tell they disinfect the seats in the waiting room.",5
I went on a Friday at 12pm for new license plates. I left at 12:15pm. Everyone was very friendly! Thanks everyone!,5
"I went into this office this week and I have never seen such bad insensitive customer service.  There was a gentlemen asked about the fee's for electric car and and explanation of the taxes he was being charged.  The representative yelled at him ""you are making this more difficult"".  These are our tax dollars and we have the right to ask questions and have them explained to us.  I was have a car transferred to my name, I purchased this car at a very low rate because of mechanical issues and the gentlemen helping me understood this and needed another employee to sign off on the transfer and when she reviewed all my paperwork she scoffed at me and then angry typed something into the computer and issued my title.   This agency gets additional fees for collecting our tax dollars, yes our tax dollars which we as tax paying citizens have every right to question, we have every right to be treated as the customer as we are paying for a service and most of all we have the right to be treated with respect.  I will never go into this place again I will drive to 38th Street which is 15 miles from my home.  My suggestion is to management is  to remind your employees their job is customer service and if they do not like working in a customer service related field they should find a new job.  Customer service should not include scoffing, raising your voice, telling someone their questions are making it more difficult, watching the clock and rushing people and these are just a few tips.  I am extremely disappointed and will not be returning.  If you would like to reach out to me and discuss this matter please feel free to do so.",1
I went in yesterday to do my driving test. The first driving instructor I had was very easy-going and put in effort to keep my nerves at their lowest....,5
"I went in with an 11:30 am appointment (to get an Oregon OpenID), which I highly recommend. I don't think the whole process took more than 20 minutes. Everybody was super friendly and helpful. The only reason I am giving the location four stars is that it was very difficult to find. As someone new to the state, the Google map directions were not at all clear - obviously not the fault of the DMV, but signage was also confusing. If you are just moving here, go extra early in case that issue hasn't been resolved yet.",4
"I went in with an 11:30 am appointment (to get an Oregon OpenID), which I highly recommend. I don't think the whole process took more than 20 minutes. Everybody was super friendly and helpful. The only reason I am giving the location four stars is that it was very difficult to find. As someone new to the state, the Google map directions were not at all clear - obviously not the fault of the DMV, but signage was also confusing. If you are just moving here, go extra early in case that issue hasn't been resolved yet.",4
"I went in with an 11:30 am appointment (to get an Oregon OpenID), which I highly recommend. I don't think the whole process took more than 20 minutes. Everybody was super friendly and helpful. The only reason I am giving the location four stars is that it was very difficult to find. As someone new to the state, the Google map directions were not at all clear - obviously not the fault of the DMV, but signage was also confusing. If you are just moving here, go extra early in case that issue hasn't been resolved yet.",4
"I went in with an 11:30 am appointment (to get an Oregon OpenID), which I highly recommend. I don't think the whole process took more than 20 minutes. Everybody was super friendly and helpful. The only reason I am giving the location four stars is that it was very difficult to find. As someone new to the state, the Google map directions were not at all clear - obviously not the fault of the DMV, but signage was also confusing. If you are just moving here, go extra early in case that issue hasn't been resolved yet.",4
"I went in to the auditors office and I don’t know if it was because I’m younger , but they did not treat me like a human being or adult. They acted as if I was just some tweaker when I was just trying to find out what I could do for my vehicle after washing my title and registration on accident . They are not personable and treat you as if you are dumb .",1
"I went in to take the written tests for my Class A CDL permit. After filling several forms, in my truck, because of the CV-19 social distancing guidelines,...",4
I went in to take care of several things.  I was in line for not even 10 mins and the very nice young man (James) took care of everything in less then 10 mins!  They are very fast and efficient!  This is my new go to place!  LOVE IT!!!,5
I went in to take care of several things.  I was in line for not even 10 mins and the very nice young man (James) took care of everything in less then 10 mins!  They are very fast and efficient!  This is my new go to place!  LOVE IT!!!,5
"I went in to renew my vehicle registration I got there just after they opened and was told it would be 20 minutes. There were three people ahead of me. An 1 hour 45 minutes I still had not been called. They had 1 staff person helping people with renewals and all the rest maybe 6 or 7  were helping new registrations or whatever. I had another appointment I had to be at so I had to leave. This system sucks! You can no longer schedule appointments,  why not. Renewing online is not always an option for some people. Something in this system needs to be changed.",1
I went in to renew a tag for my vehicle. The woman at the front desk was very friendly. The service was fast.,5
"I went in to get my car registration like I do every year for the past 5 years. It is always the same older lady that I have dealt with for the past 5 years. Today I was very annoyed by her unprofessionalism. As I walked in, she gave my husband and I a rude stare, I understand that Monday was a holiday and there were a lot of customers waiting in line. The process was very fast but her attitude was horrible. I have always registered my car by using my drivers license that has the same address as the registration,  even though my father in law's name is on the card. Today my husband came inside with me and the lady told us rudely that she could not do it. That my father in law needed to be there in person, then mumbled that he can send us a picture of his license,  then yelled next before I could ask her a question. I work in customer service and this lady should not be dealing with customers. I called another agency and they said they could accept the registration if we have the same address and same last name, so you can imagine how annoyed we were after dealing with her for 5 years.",1
"I went in to get my address change for my driver's license and was not able to do it due to insufficient document(s).

I must have ""Proof of Residence"" in order to get my address changed.

When I bring back the documents to the DMV the next time, I will need $26.00 to process the driver's license renewal.

The Teller that I met at the window was very calmed and very patient with me. I told him that I'm near deaf and I cannot hear very well.

In the process of writing 2 pages of notes to me while I was there, I was able to get all my questions answered.

I was overall ""satisfied"" with the service they had provided for me.",4
I went in to get an indiana license for the first time and it was very quick and easy! If you look at their website and make sure you have all of the necessary materials it’ll be quick and easy! I had to go after work on a Tuesday so I figured it would take a while. They have a good system down! With the crazy amount of people in there in only took about 30-45 minutes total. Jane helped me out and was very friendly! I will definitely be going back if I need to!,5
I went in to get an indiana license for the first time and it was very quick and easy! If you look at their website and make sure you have all of the necessary materials it’ll be quick and easy! I had to go after work on a Tuesday so I figured it would take a while. They have a good system down! With the crazy amount of people in there in only took about 30-45 minutes total. Jane helped me out and was very friendly! I will definitely be going back if I need to!,5
I went in to change my name on my drivers license. They needed paperwork showing my physical address. When I came back with two pieces of mail that had my physical address they wouldn’t accept them because they also had my mailing address on them. They claimed I shouldn’t have been able to get a real drivers license with them but I’ve been to two other places including the south Springfield license office with those pieces of mail and never had a problem. Maybe it was this office that didn’t know what they were talking about.,1
"I went in to change my driver's license after getting married and this place was a well oiled machine. They were busy at 9 am on a Tuesday but they were getting people in and out so quickly, I was done in 10 minutes tops. Plus all of the staff were super nice and knowledgeable!",5
"I went in this morning (a Wednesday) to renew my driver’s license. It was the quickest and most pleasant experience I’ve ever had in doing so, over the past few decades! Thank you to Samera and colleagues.",5
"I went in the morning for a TSA pre check appointment, and it was super busy! Thankfully, I made an appointment and did not have to wait more than ten...",5
"I went in on July 3rd,  the lady at window 9 treated my grandchildren in a very rude and disrespectful  manner. She ordered them saying ""y'all gotta get out the way, I'm fixing to call another person in"". The officer doing fingerprints stopped to turn around and instruct my grandchildren to come over and have a seat.  I wouldn't  leave this lady in charge of my animals. My grandchildren were so offended they discussed her rude behaviors on the way home  She requires professional training. She made my grandchildren feel very uncomfortable and they are very polite respectful well mannered children. In my opinion, she is racist and should not be working with the public.",1
"I went in on a Wednesday at 8am, at the end of the month to get a CA Real id....with No appointment....
I was out of there within 20 minutes,...Tops.
I was...",5
I went in on a Saturday morning 1 hour before closing prepared for long lines but there weren't any. The greeters were nice and very helpful. I was in and...,5
"I went in Friday morning, right at 8am. There was about 30-40 people in front of me. Waited for about an hour to only learn that the ""systems"" were down...",3
"I went in because I had lost my license at a huge outdoor event and I didn’t have an appointment. I was only in there for 22 minutes and was able to renew/get a new license, have that license be a Real ID, and get registered to vote (I had recently moved to the area). Now that’s service.",5
"I went in because I had lost my license at a huge outdoor event and I didn’t have an appointment. I was only in there for 22 minutes and was able to renew/get a new license, have that license be a Real ID, and get registered to vote (I had recently moved to the area). Now that’s service.",5
"I went in because I had lost my license at a huge outdoor event and I didn’t have an appointment. I was only in there for 22 minutes and was able to renew/get a new license, have that license be a Real ID, and get registered to vote (I had recently moved to the area). Now that’s service.",5
"I went in because I had lost my license at a huge outdoor event and I didn’t have an appointment. I was only in there for 22 minutes and was able to renew/get a new license, have that license be a Real ID, and get registered to vote (I had recently moved to the area). Now that’s service.",5
I went in and out if you have a appointment is fast,5
"I went in about 9:30am this morning to do a title transfer, registration and get plates and only waited in the queue for maybe 15 minutes. I only spent 25 minutes there total. The lady who helped me was pleasant and made the whole ordeal very painless. Great customer service and friendly employees.",5
I went here yesterday on 07/17/2020 to renew my driver's license and I was in and out in no time.  Everything was well organized and clean due to the...,3
"I went here to take my drivers test since I was told it was friendlier and fast, and its true! I passed my test with ease",5
"I went here to improve on my driving for a ticket I received as a precaution before court. Scott was very communicative, honest and straight to the point. I learned so much more than I thought! It was a fun one on one class that didn’t feel like a class. He’s very knowledgeable and tells you like it is, which is what you need! Thank you!",5
"I went here to get temporary tags. As soon as I told the employee that I needed a replacement temp tag she started arguing with me about how I got the last temp tags. She never tried to help me in any way and then said that they could only take checks, nothing else, this was after acting like she couldn't get me temp tags anyway. Since I don't carry checks on me in 2021 I had to just leave.",1
"I went here to change my name. To get a same day appointment you have to get there very early. I got there at 7 and there were 30-40 people in front of me but once they opened they were able to get me my appointment time pretty quickly. They give you a slip of paper that has your appointment time on it. You come back at your appointment time and go right in, then they tell you where to go from there. Getting inside (getting an appointment) is quite a pain but once you are inside, it is pretty easy. The employees were not awful but they were definitely not pleasant either. Overall I was pleased because it wasn’t as bad as I remembered, but it wasn’t great. If the employees smiled or were friendly I would have given a higher rating. It is very very clean and they do a great job of maintaining social distancing, do a temperature screening when you enter and encourage masks.",3
I went here this past Tuesday for an appointment. This location is a bit out of the way for me but because of how kind and helpful everyone was this will now be the ONLY dmv I will be going to! I’m so happy to have found a location with such great workers!,5
I went here on Friday August 7.  I arrived a couple minutes before 2pm.. The line was wrapped around the building outside and some people had lawn chairs.....,5
"I went here for the tag and title paperwork and it was done quickly, easy process.",5
"I went here for my state ID (I do not drive). There is a lot of documentation that the state requires, and it can be confusing, so you do need to look online and make sure you bring more than you think you need. The website could be improved.
However, once I arrived, I was treated by everyone with courtesy and efficiency. Others seemed to similarly receive courteous service. One young man, who looked quite upset at not having a necessary document with him (it sounded like he had taken off time from his hourly wage job) was allowed to run home and get it. When he returned, he was promptly rushed through the line. I appreciated that.
They are also making sure everyone is appropriately distanced and safe. Thanks again.",5
"I went here for a photo. The woman who took my picture was great. She was friendly, professional and sociable. There was no wait time at all. When it is time for me to renew my license instead of going to the crowded dmv holding a ticket and waiting for ever, I get a camera card and come here. It is well worth it. I am always in and out.",5
I went here after moving to Louisiana from out of State to have my car registered.  They collected all my paperwork and then told me the price was going to be $2200 BUT I needed cash for anything over $600. I ended up leaving thankfully without registering my car here and made an appointment at the DMV the DMV used all the same paperwork that the woman had stapled together for me from Auto title express and told me I owed $1300. This sounds like complete robbery to me from auto title express. Might I add I was in and out in 5 minutes at DMV I waited at auto title express with an appointment for over an hour! Don't waste your money at this place there's some sort of money scam going on here.,1
I went get my new license. It took 3 different window to accomplish that task after waiting for about an hour and a haft why did it off to take that long,4
I went for my Real ID. It was very fast because of the organization.,4
I went for my Real ID. It was very fast because of the organization.,4
I went for my Real ID. It was very fast because of the organization.,4
I went for my NJ ID which was fine took few minutes but I wanted to take a driving written test and even though there is no way I can get an appointment online the person still told me to go online and apply. I went home in hope that there will be some slots but 0 appointments available. This is now two months and they still don’t have any appointments. I am very disappointed that I moved to NJ. I love the area but the transportation is very hard for me. I have to be able to get a car but without a license I can’t. The place is an hour away from me and I am sure when I do they will give same direction. I am not happy with this. Please help if anyone knows any direction. Thank you!,2
I went down to change out my drivers license from Arizona to Lexington KY we were in and out in no time..,5
I went back to the DMV on Friday 5/21 to update my name since I wasn't able to do that in December. I arrived at 9:15am and the line was only down 8th...,4
I went at this location this morning for my appointment and the black lady named Toni who came out with several papers and yellow marker asking a question...,1
I went at the right time! No line & changed my address too! Very friendly and 🙂,4
"I went at noon on a Monday and it was pretty painless to get my business taken care of.
They have an iPad that you sign in on when you get there.
I think I only waited about 12 or 13 minutes before they called me which was a pleasant surprise.
The girl that helped me was awesome! Much improved over recent years.",5
I went at 9 am near 10 am there wasn't a lot of people and the office workers were nice and helpful,5
I went at 9 am near 10 am there wasn't a lot of people and the office workers were nice and helpful,5
I went at 9 am near 10 am there wasn't a lot of people and the office workers were nice and helpful,5
I went at 8:50a.m. on a Tuesday. There was NO line whatsoever. I was getting a tag to my new car and the guy who serviced  me was nice and helpful with additional questions that I had. For those that want to know an in and out time with no wait I was told 8:30-9:15a.m. was it. It worked for me so 4now on I'll go between that time.,5
"I went around 11:30am on a Wednesday and the lines were a little long, but I was in and out in less than 10 min. Plus they were very friendly.",5
I went a few weeks ago and it didn't take long at all. Just have to get there early.,4
I went 3 times this week to get my 17 year old son state ID and nothing. After standing in line in fridged temperatures for over 2 1/2 hours each day 3 days in a row is inhumane. Something has to be done to fix the process of getting just a simple State ID! I honestly rate this place a -5!,1
"I wasn't surprised that I had to add this business first before giving them a review. 

If you have a straightforward job like license renewal, or license...",2
I wasn't out within 45 minutes,5
"I wasn't familiar with this location so I looked up the address.  Good thing I read reviews (Google & Yelp) because DMV is located INSIDE Mall 205.  I would have been looking for a brick and mortar location.  The review I read said signage was not good however DMV signage was clearly marked outside and clearly marked telling where to go as you get up to the sidewalk. It's across from Famous Footwear but don't think  (as I did) that you can cut through because Famous Footwear has their gate down inside the mall.  Most likely to keep people from cutting through.  Overall this was a good experience.  They had 2 lines, 1 for appointments and 1 for walk-ins (stand by).  I had an appointment and was in and out in less than 1/2 hour.  Stand by line was moving quickly as well.",5
